codigo_produto,descricao_produto,quantidade,faturamento,pedidos,empresas,percentual,percentual_acumulado,classe_abc
DE01977-CZ,Mola Aerea Amortecedor Hidráulica Fechar Porta Automatico F2 45KG - Prata,5.0,799.24,3,1,0.0016299703756697903,0.53931123738172,A
DH03897,"LIQUIDIFICADOR 583 POSITANO 127V 1,5L COPO DE VIDRO ARIETE",1.0,799.0,1,1,0.0016294809195737982,0.5409407183012939,A
WB-BS0M-OX6Y,JSN Carrinho Para Enrolar Mangueira (Até 100M de 1/2 ou 50M de 3/4),1.0,799.0,1,1,0.0016294809195737982,0.5425701992208677,A
DH03411,LIQUIDIFICADOR POSITANO 220V -ARIETE,1.0,799.0,1,1,0.0016294809195737982,0.5441996801404415,A
DE06453,Fonte Nobreak 12v Cftv 3a Bivolt 36w P/ Controle Acesso,6.0,787.8100000000001,2,1,0.0016066600290981653,0.5458063401695397,A
DE02339,Sensor Barreira Ativo Infravermelho Simples F15 Digital Ipec,13.0,787.11,8,1,0.001605232448818188,0.5474115726183578,A
NS158,KIT C/3 CX Lápis D Cor C/ 24 Cores  Cada Mp 712 Masterprint,26.0,786.82,26,1,0.0016046410227021977,0.54901621364106,A
DE00163-PT,Caixa Organizadora Gabinete Cftv Vertical De Cabos L450 Ipec - PRETO,4.0,780.0,3,1,0.0015907323119744212,0.5506069459530344,A
BLGBEL539,Cesta Básica Alimento Grande Completa Total 50 Itens Atacado,2.0,779.98,2,1,0.0015906915239664219,0.5521976374770008,A
DE06487,Receptor Ipec Rx 999 Tx Enderecavel Multicodigos 433mhz,7.0,778.86,7,1,0.0015884073955184585,0.5537860448725193,A
GC-OLWW-4IIU,LIXEIRA QUADRADA PLÁSTICA COM PEDAL 60L,5.0,745.0,5,1,0.001519353297975569,0.5553053981704948,A
NS143,Kit Tesoura Escolar Multiuso Cabo Colorido 13cm Caixa 24 Un,12.0,743.16,11,1,0.0015156008012396293,0.5568209989717344,A
DH04330,LIQUIDIFICADOR VINTAGE CAPRI 127V - ARIETE,1.0,736.28,1,1,0.0015015697264878548,0.5583225686982223,A
MLB3271934537,Cesta Básica Família 2 Extra Plus,1.0,728.0,1,1,0.0014846834911761263,0.5598072521893984,A
MLB3374738650,Cesta Básica Família 2 Extra Plus,1.0,728.0,1,1,0.0014846834911761263,0.5612919356805746,A
BLGBEL962,Cinzeiro Com Lixeira Para Condomínios E Empresas - Aço Inox,2.0,721.55,2,1,0.0014715293585963378,0.5627634650391709,A
DE07482,Fonte Carregadora Timer Digital 2+2 4a Sem Receptor Ipec,4.0,711.01,4,1,0.0014500340783806837,0.5642134991175516,A
bdusp-CX6P,Caixa Plástica Organizadora 180l Com Tampa - Preta Preta,2.0,708.0,1,1,0.0014438954831767824,0.5656573946007284,A
DH03900,ESPREMEDOR PRO POSITANO 127V 60W-ARIETE,1.0,699.0,1,1,0.0014255408795770775,0.5670829354803054,A
DH03414,GRILL ELETRICO PARTY TIME VERMELHO 1200W 220V - ARIETE,2.0,698.58,2,1,0.0014246843314090912,0.5685076198117145,A
DH04710,JOGO 2  TAÇAS DE VINHO VERITAS 760ML CRISTAL ECOLOGICO WOLFF,3.0,694.77,2,1,0.0014169142158852162,0.5699245340275997,A
DE00173,Fonte Carregador Eletrônico 5A com Timer Digital Ipec,3.0,694.71,1,1,0.0014167918518612182,0.5713413258794608,A
DE07387-PT,Fechadura Eletroimã Magnética Até 60kg De Força Ipec M60  - PRETO,4.0,692.34,4,1,0.0014119584729132958,0.5727532843523742,A
DE01443-VD,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - VERDE,39.0,692.3399999999999,25,1,0.0014119584729132956,0.5741652428252875,A
NS151,Apontador Mini  Mp1207 48un Masterprint Cor Sortidas,18.0,683.8199999999999,9,1,0.0013945827815055752,0.5755598256067931,A
DE06297-PT COM SENSOR,Fechadura Eletroímã Dz M150 Com Sensor Imã Magnética Ipec - PRETO - COM SENSOR,2.0,673.4000000000001,2,1,0.001373332229337917,0.576933157836131,A
DE00331,Régua Tomada Filtro De Linha 12 Tomadas Rack 19 Preto Ipec,10.0,673.1,1,1,0.001372720409217927,0.5783058782453488,A
MLB1898176077,Carrinho enrolador De Mangueira Até 100 M Em Aço Galvanizado,1.0,664.05,1,1,0.0013542638355982235,0.5796601420809471,A
JZ101,Cajón Eletroacústico Mb Modelo Jadna Zimmerman Marrom,1.0,661.55,1,1,0.0013491653345983055,0.5810093074155454,A
24442,Panela de Pressão c/ Cabo 22 Litros – Eirilar,1.0,659.9,1,1,0.0013458003239383595,0.5823551077394837,A
HIG-VIRT-BAND-3048-,Bicicleta Infantil Aro 14 Unicórnio Cestinha Bandeirante Cor Rosa 14,1.0,658.99,1,1,0.0013439444695743895,0.5836990522090582,A
DE00150-CZ,Fechadura Magnética Eletroímã M150 Sem Sensor - IPEC - CINZA,4.0,657.29,4,1,0.0013404774888944452,0.5850395296979526,A
DE00333-CZ,REGUA PARA RACK COM DISJUNTOR DJ 5000 8 TOMADAS 20A IPEC - CINZA,3.0,655.0,2,1,0.0013358072619785203,0.5863753369599312,A
CJ.STMB,Cajon Acústico Marcos Brandao Student Mb Frente Inclinada Marrom-claro,1.0,651.63,1,1,0.001328934482630631,0.5877042714425618,A
DE04468,Suporte De Notebook Ergonômico Reforçado Antiderrapante Mesa,10.0,649.79,9,1,0.0013251819858946911,0.5890294534284565,A
DH02322,CHALEIRA ELET MODERNA PRETA 127V 1500W-ARIETE ,1.0,649.0,1,1,0.001323570859578717,0.5903530242880352,A
DH01321,"PANELA DE PRESSÃO AÇO INOX 4,5L BRAVA TRAMONTINA",1.0,643.9,1,1,0.0013131699175388844,0.5916661942055741,A
MLB4420851374,Carrinho Funcional Com Um Balde De Limpeza Jsn G16,2.0,640.0,2,1,0.0013052162559790122,0.5929714104615531,A
DH04579,CONJUNTO 2 TAÇA DE VINHO BALLS FIO DE OURO 350ML VIDRO WOLFF,4.0,639.96,1,1,0.0013051346799630137,0.5942765451415161,A
NS0144,TESOURA MULTIUSO CABO PRETO 21CM MASTERPRINT MP510 CX C/12UN,8.0,636.88,6,1,0.0012988533267311146,0.5955753984682471,A
DH04331,ESPREMEDOR DE FRUTAS CAPRI 127V 60W ARIETE,1.0,635.0,1,1,0.0012950192539791761,0.5968704177222263,A
DH03412,CHALEIRA ELETRICA POSITANO 220V 1850W - ARIETE,1.0,629.53,1,1,0.0012838637337913555,0.5981542814560176,A
16738,SHORT DOLL MANGA CURTA ONÇA P,1.0,621.0,1,1,0.0012664676483796354,0.5994207491043972,A
MLB2657293061,Lixeira Cinzeiro Em Aço Inox Aro Em Aluminio 30 Litros,2.0,619.8,1,1,0.0012640203678996745,0.6006847694722969,A
TNY-hamx50572,Violão Giannini N14N Acústico Nylon Natural [F002],1.0,616.28,1,1,0.00125684167849179,0.6019416111507887,A
DE07494-220V,Trava Cinza Portões Deslizantes Dz Lock Plus Temporizador - 220V,3.0,615.48,3,1,0.0012552101581718164,0.6031968213089606,A
HIG-VIRT-BAND-3048-06,Bicicleta Aro 14 Unicórnio - Bandeirante,1.0,603.99,1,1,0.0012317774475761932,0.6044285987565368,A
god123,Carrinho De Bebê Passeio Dobrável Super Reforçado God - Ápia,2.0,599.98,2,1,0.0012235994519723247,0.6056521982085091,A
38636,"PANELA PRESSAO ERILAR 4,5 L POLIDA",3.0,599.7,3,1,0.001223028419860334,0.6068752266283695,A
33464,Varal De Chão Com Abas Maxi Mor - Branco,4.0,599.6,4,1,0.001222824479820337,0.6080980511081898,A
DH03902,TORRADEIRA ELETRICA POSITANO 750W 127V - ARIETE,1.0,599.0,1,1,0.0012216008395803568,0.6093196519477702,A
DH04585,"CONJUNTO 6 COPOS 370ML E 1 JARRA 1,5L DAISY CRISTAL WOLFF",3.0,593.97,3,1,0.0012113426555685218,0.6105309946033387,A
DE00332,Organizador De Cabos Horizontal Fechado Guia 1u P/ Racks 19,13.0,593.51,4,1,0.0012104045313845368,0.6117413991347233,A
DE07443-220V,Trava Eco Lock Com Temporizador Portão Basculante Ipec - 220V,5.0,590.0,5,1,0.001203246235980652,0.6129446453707039,A
CJTMB.ELE,Cajón Tradicional Mb Eletroacústico Instrumento Percussão Pau Ferro,1.0,581.03,1,1,0.001184952814392946,0.6141295981850968,A
DE07494-127V,Trava Cinza Portões Deslizantes Dz Lock Plus Temporizador - 127V,3.0,577.59,3,1,0.001177937277017059,0.6153075354621139,A
TNY-hamx87124,Ventilador Arno Turbo Force 2 em 1 Preto 127v [F002],1.0,569.47,1,1,0.0011613773457693252,0.6164689128078833,A
DH03058,MAQUINA WAFFLE PARTY TIME VERM 700W 220V ARIETE,2.0,568.94,2,1,0.0011602964635573426,0.6176292092714406,A
TNY-hamx82141,Ventilador de Teto Ventisol Mistral 3 Pás Branco Bivolt [F002],1.0,567.75,1,1,0.0011578695770813816,0.618787078848522,A
DE07518,Fechadura Inox Eletroímã M100 Com Sensor Imã Magnética Ipec,2.0,559.16,1,1,0.0011403511276456633,0.6199274299761677,A
BLGBEL7241,Toalheiro Em Abs Para Papel Bobina Ate 100 M,8.0,559.12,2,1,0.0011402695516296647,0.6210676995277974,A
Pi12,Lixeira 12 Litros Com Pedal Aço Inox Cesto Interno Removível,2.0,558.0,1,1,0.0011379854231817013,0.622205684950979,A
