empresa,id_pedido,numero_pedido,situacao,canal,data_pedido,data_faturamento,data_envio,data_entrega,dias_pedido_faturamento,dias_faturamento_envio,dias_envio_entrega
DECO UTILIDADES,368244096,1300,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368245980,1301,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368247242,1302,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368249077,1303,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368258463,1304,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368260236,1305,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368270106,1306,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368270346,1307,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368271381,1308,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368272094,1309,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368277252,1310,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368280456,1311,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368285940,1312,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368287679,1313,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368288171,1314,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368288257,1315,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368289778,1316,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368293032,1318,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368293848,1319,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368302373,1321,Entregue,Não identificado,08/05/2026,,,,,,
DECO UTILIDADES,368329961,1323,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368330367,1324,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368339887,1325,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368341389,1326,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368341734,1327,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368342337,1328,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368343006,1329,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368343999,1330,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368345090,1331,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368345455,1332,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368345844,1333,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368345986,1334,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368349204,1335,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368349950,1336,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368350349,1337,Entregue,Não identificado,09/05/2026,,,,,,
DECO UTILIDADES,368496758,1338,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368506467,1339,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368538842,1340,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368561553,1341,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368576663,1343,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368581647,1344,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368583059,1345,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368583853,1346,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368588643,1347,Entregue,Não identificado,11/05/2026,,,,,,
DECO UTILIDADES,368099498,1283,Entregue,Não identificado,12/05/2026,,,,,,
DECO UTILIDADES,368590931,1348,Entregue,Não identificado,12/05/2026,,,,,,
DECO UTILIDADES,368646290,1349,Entregue,Não identificado,12/05/2026,,,,,,
DECO UTILIDADES,368654489,1350,Entregue,Não identificado,12/05/2026,,,,,,
DECO UTILIDADES,368672083,1351,Entregue,Não identificado,12/05/2026,,,,,,
DECO UTILIDADES,368688476,1353,Entregue,Não identificado,12/05/2026,,,,,,
DECO UTILIDADES,368688983,1354,Entregue,Não identificado,12/05/2026,,,,,,
DECO UTILIDADES,368775996,1358,Entregue,Não identificado,12/05/2026,,,,,,
DECO UTILIDADES,368576128,1342,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368871534,1359,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368903430,1360,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368904572,1361,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368904842,1362,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368905220,1363,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368928873,1364,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368932013,1365,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368941006,1367,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,368988836,1368,Entregue,Não identificado,13/05/2026,,,,,,
DECO UTILIDADES,367869020,1265,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,368237623,1297,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,368690709,1355,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,368710905,1357,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,368937267,1366,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,368989689,1369,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,368990065,1370,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,368990860,1371,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369024837,1372,Entregue,Shopee,14/05/2026,,,,,,
DECO UTILIDADES,369095343,1374,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369102382,1375,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369115064,1376,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369115872,1377,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369117893,1378,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369125791,1379,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369139538,1380,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369144092,1381,Entregue,Não identificado,14/05/2026,,,,,,
DECO UTILIDADES,369146504,1382,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369213461,1383,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369215413,1384,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369218000,1386,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369228451,1388,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369263913,1390,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369269873,1391,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369280354,1392,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369290655,1393,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369316919,1394,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369318534,1395,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369320381,1396,Entregue,Não identificado,15/05/2026,,,,,,
DECO UTILIDADES,369231545,1389,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369379950,1397,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369383938,1398,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369384807,1399,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369387067,1401,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369393185,1402,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369397944,1403,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369398912,1404,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369400160,1405,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369400829,1406,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,369405631,1408,Entregue,Não identificado,16/05/2026,,,,,,
DECO UTILIDADES,368693129,1356,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369216160,1385,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369571870,1409,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369609993,1412,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369626252,1413,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369626805,1414,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369629430,1415,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369649538,1416,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369649668,1417,Entregue,Não identificado,18/05/2026,,,,,,
DECO UTILIDADES,369225873,1387,Entregue,Não identificado,19/05/2026,,,,,,
DECO UTILIDADES,369403494,1407,Entregue,Não identificado,19/05/2026,,,,,,
DECO UTILIDADES,369767885,1418,Entregue,Não identificado,19/05/2026,,,,,,
DECO UTILIDADES,369777292,1419,Entregue,Não identificado,19/05/2026,,,,,,
DECO UTILIDADES,369385767,1400,Entregue,Não identificado,20/05/2026,20/05/2026,,,0.0,,
DECO UTILIDADES,369903130,1420,Entregue,Não identificado,20/05/2026,20/05/2026,,,0.0,,
DECO UTILIDADES,369935990,1422,Entregue,Não identificado,20/05/2026,20/05/2026,,,0.0,,
DECO UTILIDADES,369959236,1423,Entregue,Não identificado,20/05/2026,20/05/2026,,,0.0,,
DECO UTILIDADES,369960364,1424,Entregue,Não identificado,20/05/2026,20/05/2026,,,0.0,,
DECO UTILIDADES,369972050,1426,Entregue,Não identificado,20/05/2026,20/05/2026,,,0.0,,
DECO HOME,867651899,12217,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867652177,12218,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867652839,12219,Entregue,Shopee,01/05/2026,,,,,,
DECO HOME,867653533,12220,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867653823,12221,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867654855,12223,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867654925,12224,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867654970,12225,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867655204,12226,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867655281,12227,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867655346,12228,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867655986,12230,Entregue,ML - Deco Home,01/05/2026,,,,,,
DECO HOME,867661484,12232,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867662310,12233,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867664038,12234,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867664055,12235,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867664148,12236,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867664152,12237,Entregue,Shopee,02/05/2026,,,,,,
DECO HOME,867665823,12239,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867666072,12240,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867666082,12241,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867667080,12243,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867667562,12244,Entregue,ML - Deco Home,02/05/2026,,,,,,
DECO HOME,867668488,12245,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867669455,12246,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867669681,12247,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867671899,12248,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867672618,12251,Entregue,Shopee,03/05/2026,,,,,,
DECO HOME,867672971,12252,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867673059,12253,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867673432,12254,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867673646,12255,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867674034,12256,Entregue,ML - Deco Home,03/05/2026,,,,,,
DECO HOME,867687654,12258,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867688160,12259,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867689130,12260,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867690226,12261,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867690340,12262,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867693997,12263,Entregue,Shopee,04/05/2026,,,,,,
DECO HOME,867694070,12264,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867695029,12265,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867697604,12266,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867697926,12267,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867698718,12268,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867699010,12269,Entregue,ML - Deco Home,04/05/2026,,,,,,
DECO HOME,867705853,12273,Entregue,ML - Deco Home,05/05/2026,,,,,,
DECO HOME,867705871,12274,Entregue,ML - Deco Home,05/05/2026,,,,,,
DECO HOME,867715748,12276,Entregue,ML - Deco Home,05/05/2026,,,,,,
DECO HOME,867720392,12277,Entregue,ML - Deco Home,05/05/2026,,,,,,
DECO HOME,867725225,12278,Entregue,ML - Deco Home,05/05/2026,,,,,,
DECO HOME,867725682,12279,Enviado,Shopee,05/05/2026,,,,,,
DECO HOME,867727453,12280,Entregue,Shopee,05/05/2026,,,,,,
DECO HOME,867728465,12281,Entregue,ML - Deco Home,05/05/2026,,,,,,
DECO HOME,867729723,12282,Entregue,ML - Deco Home,05/05/2026,,,,,,
DECO HOME,867731366,12283,Entregue,ML - Deco Home,06/05/2026,,,,,,
DECO HOME,867737607,12285,Entregue,ML - Deco Home,06/05/2026,,,,,,
DECO HOME,867737899,12286,Entregue,ML - Deco Home,06/05/2026,,,,,,
DECO HOME,867742120,12287,Entregue,ML - Deco Home,06/05/2026,,,,,,
DECO HOME,867742281,12288,Entregue,Shopee,06/05/2026,,,,,,
DECO HOME,867744670,12289,Entregue,ML - Deco Home,06/05/2026,,,,,,
DECO HOME,867746444,12290,Entregue,ML - Deco Home,06/05/2026,,,,,,
DECO HOME,867747004,12291,Entregue,ML - Deco Home,06/05/2026,,,,,,
DECO HOME,867750532,12292,Entregue,ML - Deco Home,06/05/2026,,,,,,
DECO HOME,867751765,12294,Entregue,TikTok Shop,06/05/2026,,,,,,
DECO HOME,867752283,12295,Entregue,Shopee,06/05/2026,,,,,,
DECO HOME,867752699,12296,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867753902,12297,Enviado,Shopee,07/05/2026,,,,,,
DECO HOME,867760158,12298,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867762171,12299,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867763240,12300,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867763504,12301,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867763511,12302,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867769675,12304,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867770474,12305,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867770644,12306,Entregue,Shopee,07/05/2026,,,,,,
DECO HOME,867771033,12308,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867771088,12309,Entregue,ML - Deco Home,07/05/2026,,,,,,
DECO HOME,867771355,12310,Entregue,Shopee,07/05/2026,,,,,,
DECO HOME,867771483,12311,Entregue,Shopee,07/05/2026,,,,,,
DECO HOME,867773187,12312,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867775125,12313,Entregue,Shopee,08/05/2026,,,,,,
DECO HOME,867782615,12314,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867784171,12315,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867787204,12316,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867787630,12317,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867790792,12320,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867791017,12321,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867792434,12322,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867792788,12323,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867793144,12324,Enviado,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867793209,12325,Enviado,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867793265,12326,Entregue,ML - Deco Home,08/05/2026,,,,,,
DECO HOME,867794916,12327,Enviado,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867795755,12328,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867797191,12329,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867797464,12330,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867800430,12332,Enviado,Shopee,09/05/2026,,,,,,
DECO HOME,867800780,12333,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867801585,12334,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867801878,12335,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867802093,12336,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867802344,12337,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867802941,12338,Entregue,ML - Deco Home,09/05/2026,,,,,,
DECO HOME,867803366,12339,Enviado,Shopee,09/05/2026,,,,,,
DECO HOME,867803488,12340,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867803522,12341,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867803898,12342,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867804207,12343,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867804607,12344,Enviado,Shopee,10/05/2026,,,,,,
DECO HOME,867806243,12345,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867807446,12346,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867808304,12347,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867809016,12348,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867810840,12350,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867810845,12351,Entregue,ML - Deco Home,10/05/2026,,,,,,
DECO HOME,867812595,12352,Entregue,ML - Deco Home,11/05/2026,,,,,,
DECO HOME,867814578,12353,Entregue,ML - Deco Home,11/05/2026,,,,,,
DECO HOME,867819146,12354,Entregue,ML - Deco Home,11/05/2026,,,,,,
DECO HOME,867822400,12355,Entregue,ML - Deco Home,11/05/2026,,,,,,
DECO HOME,867830689,12358,Entregue,ML - Deco Home,11/05/2026,,,,,,
DECO HOME,867836993,12360,Entregue,ML - Deco Home,12/05/2026,,,,,,
DECO HOME,867838827,12361,Enviado,ML - Deco Home,12/05/2026,,,,,,
DECO HOME,867839257,12362,Pronto para envio,Magalu,12/05/2026,,,,,,
DECO HOME,867850720,12363,Entregue,Shopee,12/05/2026,,,,,,
DECO HOME,867851533,12364,Entregue,ML - Deco Home,12/05/2026,,,,,,
DECO HOME,867858138,12366,Entregue,ML - Deco Home,12/05/2026,,,,,,
DECO HOME,867858272,12367,Entregue,ML - Deco Home,12/05/2026,,,,,,
DECO HOME,867858651,12368,Entregue,ML - Deco Home,12/05/2026,,,,,,
DECO HOME,867860216,12371,Enviado,Shopee,12/05/2026,,,,,,
DECO HOME,867861089,12372,Entregue,ML - Deco Home,13/05/2026,,,,,,
DECO HOME,867863336,12373,Entregue,ML - Deco Home,13/05/2026,,,,,,
DECO HOME,867869345,12374,Entregue,ML - Deco Home,13/05/2026,,,,,,
DECO HOME,867869728,12375,Entregue,ML - Deco Home,13/05/2026,,,,,,
DECO HOME,867869877,12376,Enviado,Shopee,13/05/2026,,,,,,
DECO HOME,867876452,12378,Enviado,ML - Deco Home,13/05/2026,,,,,,
DECO HOME,867877961,12379,Entregue,ML - Deco Home,13/05/2026,,,,,,
DECO HOME,867880048,12380,Enviado,Shopee,13/05/2026,,,,,,
DECO HOME,867881222,12381,Entregue,ML - Deco Home,14/05/2026,,,,,,
DECO HOME,867882206,12382,Pronto para envio,ML - Deco Home,14/05/2026,,,,,,
DECO HOME,867890123,12383,Entregue,ML - Deco Home,14/05/2026,,,,,,
DECO HOME,867896059,12384,Entregue,ML - Deco Home,14/05/2026,,,,,,
DECO HOME,867896072,12385,Entregue,ML - Deco Home,14/05/2026,,,,,,
DECO HOME,867903591,12386,Entregue,ML - Deco Home,14/05/2026,,,,,,
DECO HOME,867904753,12387,Entregue,ML - Deco Home,15/05/2026,,,,,,
DECO HOME,867905281,12389,Enviado,ML - Deco Home,15/05/2026,,,,,,
DECO HOME,867912531,12390,Enviado,ML - Deco Home,15/05/2026,,,,,,
DECO HOME,867922215,12391,Pronto para envio,ML - Deco Home,15/05/2026,,,,,,
DECO HOME,867922338,12392,Enviado,ML - Deco Home,15/05/2026,,,,,,
DECO HOME,867922856,12393,Pronto para envio,ML - Deco Home,15/05/2026,,,,,,
DECO HOME,867926228,12395,Entregue,ML - Deco Home,16/05/2026,,,,,,
DECO HOME,867927618,12396,Entregue,ML - Deco Home,16/05/2026,,,,,,
DECO HOME,867928697,12397,Pronto para envio,ML - Deco Home,16/05/2026,,,,,,
DECO HOME,867929447,12398,Entregue,ML - Deco Home,16/05/2026,,,,,,
DECO HOME,867929621,12399,Enviado,Shopee,16/05/2026,,,,,,
